"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"515","pop","Macaca_radiata","Bonnet Macaque","Indira Gandhi Wildlife Sanctuary, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,2,"wp","FFMM","FFMM",0.8,"groups","ff","yes","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0.2,0,"Cercopithecoidea"
"516","pop","Macaca_radiata","Bonnet Macaque","Chamundi Temple, India","Artificial_Forest_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups"," ","none","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"517","pop","Macaca_radiata","Bonnet Macaque","Bangalore, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"518","pop","Macaca_radiata","Bonnet Macaque","Kalakad Mundanthurai Tiger Reserve, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"519","pop","Macaca_radiata","Bonnet Macaque","Mudumalai Wildlife Sanctuary, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"520","pop","Macaca_radiata","Bonnet Macaque","Anaimalai Wildlife Sanctuary, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"521","pop","Macaca_radiata","Bonnet Macaque","Dharwar, India","Artificial_Forest_Grassland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",6.666666667,3.698333333,5.14,0.629330332,0.115484487,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"522","sp","Macaca_siberu","Siberut Macaque"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",7.5,5.25,6.165,NA,NA,0.304055916,62.75,NA,4.4,0.2,11.9,18.03122292,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"523","pop","Macaca_siberu","Siberut Macaque","Siberut Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.5,5.25,6.165,NA,NA,0.304055916,62.75,NA,4.4,0.2,11.9,18.03122292,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"524","sp","Macaca_silenus","Lion-tailed Macaque / Ouanderou Macaque"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,7,NA,15,NA,NA,NA,NA,NA,NA,5,22,NA,"wp","FFMM","FFMM",0.681818182,"groups","one","none","AR",8.9,6.1,NA,NA,NA,NA,61.9,31,7.1,NA,NA,NA,NA,NA,NA,NA,0.318181818,6,"Cercopithecoidea"
"525","pop","Macaca_silenus","Lion-tailed Macaque / Ouanderou Macaque","Ghats, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,11,NA,NA,NA,NA,NA,NA,NA,16,4,"wp","FFMM","FFMM",0.6875,"groups","one","none","AR",8.9,6.1,NA,NA,NA,NA,61.9,31,7.1,NA,NA,NA,NA,NA,NA,NA,0.3125,5,"Cercopithecoidea"
"526","pop","Macaca_silenus","Lion-tailed Macaque / Ouanderou Macaque","Indira Gandhi Wildlife Sanctuary, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",8.9,6.1,NA,NA,NA,NA,61.9,31,7.1,NA,NA,NA,NA,NA,NA,NA,0.333333333,1,"Cercopithecoidea"
"527","sp","Macaca_sinica","Toque Macaque"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","ff","none","AR",5.66,3.3,4.48,NA,NA,NA,66,1,11,1,5,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"528","pop","Macaca_sinica","Toque Macaque","Poionnaruwa, Sri Lanka","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",5.66,3.3,4.48,NA,NA,NA,66,1,11,1,5,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"529","sp","Macaca_sylvanus","Barbary Macaques"," ","Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,1,151,NA,NA,NA,NA,NA,NA,7,155,NA,"both","FFMM","FFMM",0.974193548,"groups","ff","yes","BOTH",16.325,10.6,13.5,0.459619408,0.565685425,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0.025806452,4,"Cercopithecoidea"
"530","pop","Macaca_sylvanus","Barbary Macaques","Ifrane National Park, Middle Atlas Mountain, Morroco","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,4,"none","FFMM","FFMM",1,"groups","one","none","BOTH",16.325,10.6,13.5,0.459619408,0.565685425,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"531","pop","Macaca_sylvanus","Barbary Macaques","Upper Rock, Gibraltar","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","yes","BOTH",16.325,10.6,13.5,0.459619408,0.565685425,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"532","pop","Macaca_sylvanus","Barbary Macaques","Djurdjura National Park, Algeria","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,1,138,NA,NA,NA,NA,NA,NA,NA,141,1,"wp","FFMM","FFMM",0.978723404,"groups","ff","none","BOTH",16.325,10.6,13.5,0.459619408,0.565685425,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0.021276596,3,"Cercopithecoidea"
"533","pop","Macaca_sylvanus","Barbary Macaques","Ghomaran, Morocco","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","FFMM","FFMM",0.833333333,"groups","ff","none","BOTH",16.325,10.6,13.5,0.459619408,0.565685425,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"534","sp","Macaca_thibetana","Tibetan Macaques"," ","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,13,24,NA,"none","FFMM","FFMM",1,"groups","ff","yes","T",16.75,11.15,NA,2.192031022,2.333452378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"535","pop","Macaca_thibetana","Tibetan Macaques","Mount Huangshan National Reserve, China","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,18,10,"none","FFMM","FFMM",1,"groups","ff","yes","T",16.75,11.15,NA,2.192031022,2.333452378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"536","pop","Macaca_thibetana","Tibetan Macaques","Mount Emei, China","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,3,"none","FFMM","FFMM",1,"groups","one","none","T",16.75,11.15,NA,2.192031022,2.333452378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"537","sp","Macaca_tonkeana","Tonkean Macaque"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","BOTH",12.71,8.135,NA,3.097127702,1.223294731,NA,74.7,NA,6,0.8,10.1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"538","pop","Macaca_tonkeana","Tonkean Macaque","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",12.71,8.135,NA,3.097127702,1.223294731,NA,74.7,NA,6,0.8,10.1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"539","sp","Mandrillus_leucophaeus","Drill"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,NA,"wp","FFMM","FFMM",0.666666667,"groups","ff","yes","BOTH",26.4625,10.8,20.375,7.041706114,2.424527445,7.601397898,48.35,NA,16,NA,49,13.64716088,NA,NA,NA,29.69848481,0.333333333,0,"Cercopithecoidea"
"540","pop","Mandrillus_leucophaeus","Drill","Korup National Park, Nigeria","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","ff","yes","BOTH",26.4625,10.8,20.375,7.041706114,2.424527445,7.601397898,48.35,NA,16,NA,49,13.64716088,NA,NA,NA,29.69848481,0.333333333,0,"Cercopithecoidea"
"541","sp","Mandrillus_sphinx","Mandrill"," ","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,"both","FFMM","FFMM",0.833333333,"groups","one","none","AR",28.127,10.43925,23.6,6.509560866,1.648846743,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0.166666667,1,"Cercopithecoidea"
"542","pop","Mandrillus_sphinx","Mandrill","Bakoumba, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",28.127,10.43925,23.6,6.509560866,1.648846743,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0,0,"Cercopithecoidea"
"543","pop","Mandrillus_sphinx","Mandrill","Lopé Reserve, Gabon","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",28.127,10.43925,23.6,6.509560866,1.648846743,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0,0,"Cercopithecoidea"
"544","pop","Mandrillus_sphinx","Mandrill","Campo, Cameroon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,4,1,"wp","FFMM","FFMM",0.75,"groups","one","none","AR",28.127,10.43925,23.6,6.509560866,1.648846743,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0.25,1,"Cercopithecoidea"
"546","sp","Mico_argentatus","Silvery Marmoset"," ","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,2,1,NA,NA,NA,1,6,NA,"wp","MF","MF",0.666666667,"groups","one","none","AR",0.339,0.3575,0.35,0.012727922,0.003535534,NA,31.97666667,NA,NA,NA,10.11333333,12.67830562,NA,NA,NA,6.975796251,0.333333333,1,"Ceboidea"
"547","pop","Mico_argentatus","Silvery Marmoset","Alter Do Chao, Brazil","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,6,1,"wp","MF","MF",0.666666667,"groups","one","none","AR",0.339,0.3575,0.35,0.012727922,0.003535534,NA,31.97666667,NA,NA,NA,10.11333333,12.67830562,NA,NA,NA,6.975796251,0.333333333,1,"Ceboidea"
"571","sp","Microcebus_murinus","Gray Mouse Lemur"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,NA,"wp","solitary","solitary",1,"solitary","one","none","AR",0.0609,0.0672,0.05895,0.002969848,NA,0.001484924,5.7,NA,NA,NA,21.3,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"572","pop","Microcebus_murinus","Gray Mouse Lemur","Forest reserve of Ankarafantsika, Northwestern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,2,"wp","solitary","solitary",1,"solitary","one","none","AR",0.0609,0.0672,0.05895,0.002969848,NA,0.001484924,5.7,NA,NA,NA,21.3,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"574","sp","Microcebus_ravelobensis","Golden Brown Mouse Lemur"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,7,7,2,NA,NA,2,1,1,1,1,NA,NA,NA,2,13,NA,"wp","solitary","solitary",0.538461538,"solitary","one","none","AR",0.0537,0.060365,0.05584,0.002828427,0.002877925,0.004091797,6,NA,NA,NA,30,NA,NA,NA,NA,NA,0.461538462,6,"Lemuroidea"
"575","pop","Microcebus_ravelobensis","Golden Brown Mouse Lemur","Forest reserve of Ankarafantsika, Northwestern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,7,7,2,NA,NA,2,1,1,1,1,NA,NA,NA,NA,13,2,"wp","solitary","solitary",0.538461538,"solitary","one","none","AR",0.0537,0.060365,0.05584,0.002828427,0.002877925,0.004091797,6,NA,NA,NA,30,NA,NA,NA,NA,NA,0.461538462,6,"Lemuroidea"
"581","sp","Miopithecus_talapoin","Southern Talapoin Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,"wp","FFMM","FFMM",1,"groups","ff","none","BOTH",1.315,0.9475,1.25,0.091923882,0.24395184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"582","pop","Miopithecus_talapoin","Southern Talapoin Monkey","Ntsi-Belong, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",1.315,0.9475,1.25,0.091923882,0.24395184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"583","pop","Miopithecus_talapoin","Southern Talapoin Monkey","Mbalmayo Forest Reserve, Cameroon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",1.315,0.9475,1.25,0.091923882,0.24395184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"584","sp","Mirza_coquereli","Coquerel's Giant Mouse Lemur"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,22,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,NA,"none","solitary","solitary",1,"solitary","one","none","AR",0.3104,0.3125,0.31,0.009050967,0.019091883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"585","pop","Mirza_coquereli","Coquerel's Giant Mouse Lemur","Kirindy Forest, Western Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,22,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,"none","solitary","solitary",1,"solitary","one","none","AR",0.3104,0.3125,0.31,0.009050967,0.019091883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"587","sp","Nasalis_larvatus","Proboscis Monkey"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",3,NA,NA,NA,NA,NA,NA,46,NA,6,NA,NA,NA,NA,NA,NA,8,52,NA,"both","MFF","MFF",0.884615385,"groups","both","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.115384615,5,"Cercopithecoidea"
"588","pop","Nasalis_larvatus","Proboscis Monkey","Samunsam Wildlife Sanctuary, Sarawak","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","MFF","MFF",1,"groups","ff","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"589","pop","Nasalis_larvatus","Proboscis Monkey","Tanjung Puting National Park, Indonesia","Wetland",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MFF","MFF",1,"groups","one","none","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"590","pop","Nasalis_larvatus","Proboscis Monkey","Lower Kinabatangan Region, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"591","pop","Nasalis_larvatus","Proboscis Monkey","Labuk Bay Sanctuary, Sabah, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"592","pop","Nasalis_larvatus","Proboscis Monkey","Kinabatangan River, Sabah, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,13,4,"wp","MFF","MFF",0.769230769,"groups","one","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.230769231,3,"Cercopithecoidea"
"593","pop","Nasalis_larvatus","Proboscis Monkey","Gunung Palung National Park, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.85,"groups","both","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.15,3,"Cercopithecoidea"
"594","sp","Nomascus_concolor","Western Black Crested Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,"none","MFF","MFF",1,"groups","one","none","AR",7.77,7.62,7.745,NA,NA,0.077781746,23.66666667,NA,30,7,14,2.020725942,NA,4.330127019,NA,NA,0,0,"Hominoidea"
"595","pop","Nomascus_concolor","Western Black Crested Gibbon","Dazhaizi, Yunnan, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,"none","MFF","MFF",1,"groups","one","none","AR",7.77,7.62,7.745,NA,NA,0.077781746,23.66666667,NA,30,7,14,2.020725942,NA,4.330127019,NA,NA,0,0,"Hominoidea"
"596","sp","Nomascus_gabriellae","Southern Yellow-Cheeked Crested Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,19,NA,"wp","MF","MF",0.789473684,"groups","one","none","AR",NA,5.233,NA,NA,NA,NA,47.40666667,NA,41.51333333,11.08,NA,29.61229531,NA,27.72435993,1.88793538,NA,0.210526316,4,"Hominoidea"
"597","pop","Nomascus_gabriellae","Southern Yellow-Cheeked Crested Gibbon","Cat Tien national Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,"wp","MF","MF",0.789473684,"groups","one","none","AR",NA,5.233,NA,NA,NA,NA,47.40666667,NA,41.51333333,11.08,NA,29.61229531,NA,27.72435993,1.88793538,NA,0.210526316,4,"Hominoidea"
"598","sp","Nomascus_hainanus","Hainan Crested-Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",6,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,"wp","MFF","MFF",0.777777778,"groups","one","yes","AR",6.61,6.56333,NA,NA,NA,NA,73.15,NA,20.4,2.3,2.15,11.80868325,NA,11.87939392,2.404163056,2.61629509,0.222222222,1,"Hominoidea"
"599","pop","Nomascus_hainanus","Hainan Crested-Gibbon","Bawangling National Nature Reserve, China","Forest",0,1,"closed",1,"Diurnal",6,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","MFF","MFF",0.777777778,"groups","one","yes","AR",6.61,6.56333,NA,NA,NA,NA,73.15,NA,20.4,2.3,2.15,11.80868325,NA,11.87939392,2.404163056,2.61629509,0.222222222,1,"Hominoidea"
"601","sp","Nomascus_nasutus","Eastern Black Crested Gibbon/Cao Vit Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,"wp","MFF","MFF",0.8,"groups"," ","none","AR",NA,NA,NA,NA,NA,NA,86.6,NA,4.7,NA,0.5,NA,NA,NA,NA,NA,0.2,0,"Hominoidea"
"602","pop","Nomascus_nasutus","Eastern Black Crested Gibbon/Cao Vit Gibbon","Bangliang Nature Reserve, Guangxi, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","MFF",0.8,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,86.6,NA,4.7,NA,0.5,NA,NA,NA,NA,NA,0.2,0,"Hominoidea"
"605","sp","Nycticebus_coucang","Sunda Slow Loris"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,5,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,9,NA,"wp","solitary","solitary",0.555555556,"solitary","one","none","AR",0.708,0.6315,0.6693,0.041012193,0.007778175,0.027294322,22.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0.444444444,3,"Lorisoidea"
"606","pop","Nycticebus_coucang","Sunda Slow Loris","Perak, Malaysia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,5,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,1,"wp","solitary","solitary",0.555555556,"solitary","one","none","AR",0.708,0.6315,0.6693,0.041012193,0.007778175,0.027294322,22.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0.444444444,3,"Lorisoidea"
"610","sp","Otolemur_crassicaudatus","Brown Greater Galago"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,"none","solitary","solitary",1,"solitary","one","none","AR",1.345,1.18,1.482,0.219203102,0.098994949,0.469518903,21,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"611","pop","Otolemur_crassicaudatus","Brown Greater Galago","Northern Transvaal, South Africa","Forest",0,1,"closed",1,"Nocturnal",NA,NA,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","solitary","solitary",1,"solitary","one","none","AR",1.345,1.18,1.482,0.219203102,0.098994949,0.469518903,21,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
